id;text;polarity
sA463;Sometimes in a long commit log, it's really painful to navigate the all-expanded diffs. (You get expanded-diffs when hitting enter from the magit-blame-mode for example) Is there a way to collapse these diffs?;negative
sA528;I had the same exception, I just installed the latest VM release and now the compilation complete successfully :);positive
tB307;I cannot recommend higher than you reading through the postings of Bart De Smet (), he is really brilliant when it comes to Lambda. His recent series covered dynamic Lambda, starting with Absolutely beautiful code.;positive
sD389;What about:;neutral
pA36;I installed Delphi 2009 Update 4 yesterday (very painful process ) Now, How can I make sure if it is properly updated? What is the build number shown in the IDE about box?;negative
sD109;Please see: for an excellent fix! Much easier to implement and more versatile than the answer above.;positive
sA566;I want to call a method after each 2 minutes, how can I apply such logic?;neutral
sA156;Can you point to the part of the HTTP caching spec that says this?;neutral
tD291;it cannot be done through explorer.exe;neutral
tC117;I'm afraid you're wrong.;negative
sA136;You can use with an existing profile:;neutral
sC414;"I think its quite simple. (""20""...""40"").each { |hz| p hz + 'Hz'}";neutral
sD329;If you're really worried about string/character size, have you thought about compressing them? That would automatically reduce the string to it's 'minimal' encoding. It's a layer of headache, especially if you want to do it in memory, and there are plenty of cases in which it wouldn't buy you anything, but encoding, especially, tend to be too general purpose to the level of compactness you seem to be aiming for.;neutral
tA372;I'm new to development (an admin by trade) and I'm setting up my development environment and I would like to set up a CruiseControl.Net server on Server 2008. A quick Google did not turn up any instructions for getting it running on IIS 7.0, so I was wondering if anyone had experience getting this set up.;neutral
sC496;if you are really worried use files and read and write to it in chunks?;neutral
tD112;Apart from the books available from , I am looking for some links to any resources that could help in learning the VTK library. Preferably, with example code and tutorials. Google results have not been terribly informative for me. So I am asking here for links to VTK resources.;negative
sA240;Excellent! Exactly what I was looking for. Thanks.;positive
tC319;awesome! it works;positive
tA295;How do I code for a company icon to appear on the left-side next to the URL address in the browser's address bar?;neutral
pC6;that's the hope :);positive
sC481;this is a really great idea!!! please standby while i try thank u so much;positive
tD115;If I use SubSonic to create DAL for my web project do I need to worry about preventing SQL Injection Attacks?;neutral
pD25;Wow, you guys reply quickly! I'm having a hard time following up here :);positive
tB396;Only way I could figure out how to do it without just moving the file and telling the user was to pass it off to the browser.;neutral
sC477;I don't want this to be the answer, (sob)!;negative
sA293;Why do you need the class explicitly? Couldn't you use the interface? Note that casting is not encouraged, which is why it looks so awful in Scala!;negative
sB358;I personally only use the 'm' and the 'p'. The rest is just zany in my view. It makes the code so darn hard to decipher. I did maintenance work on this guy's code who used semi-Hungarian notation type id prefixes on every variable, function, and other identifier in the code. He used $ signs liberally to separate words. It was hard to keep the murderous rage in check.;negative
sA5;A smarter, entirely C++-way of doing what you want is using . Especially helps you to accomplish what you want. Please see the excellent about how to use it!;neutral
