id;rating;benefits;side_effects
915;10;Alleviated symptoms of clinical depression. Prior to treatment, experienced a severe episode of clinical depression that included acute symptoms such as insomnia, loss of apetite, loss of interest in life and people, suicidal ideation. After taking the drug for less than two weeks, I returned to a normal state of thinking, feeling, and functioning (which included alleviation of negative symptoms of depression and return to goal-oriented behavior and general sense of well-being.;"delay in the onset of orgasm during sexual activity; a certain degree of loss of inhibition in social situations that occasionally lead to audatious behavior (e.g., what might be called as assertiveness in a previously shy individual, such as speaking my mind when I disagreed with something or someone and sometimes appearing rude or overly opinionated)"
701;8;The primary benefit was a reduction in acne. I would note that my acne returned several years later and I did a second course of Accutane. Since then my skin has been pretty clear (but I still have occasional breakouts).;Extreme skin dryness and redness.
2399;7;helped with stopping hair falling out and keeping from being cold all the time. also helped the feeling of being tired allthetime and gave more energy throughtout the day. Did not feel as tired in the afternoon as before without it.;hungry all the time. Did gain weight on the medication although it had been thought that it would help lose weight to some extent. This however did not happen. Weight gain of 25 pounds over 4 years did occur.
466;2;no benefit;severe nausea, periods of headache, loss of appetite, horrible taste in mouth (it woke me up 4 times at night), loss of taste
1025;1;"Slight eurphoria and ""high"" felt good but not what I was trying to treat";aggravated acne, short term memory loss, loss of cognitive abilities
363;10;Decreased number of spasms and pain associated with the spasms.;The only side effect i have experienced was apin over my entire body due to weaning off the medication. Nuerontin must be weaned off very carefully with the help of a PCP.
3149;9;Had a pulled muscle in my leg, took Tylenol four times a day for two weeks along with ice twenty minutes four times a day for 4 days. Pain and inflammation went away gradually over the two week period. Took the Tylenol with food to protect the gastic lining of my stomach, also. Now am back to running and jogging as before the injury.;Took the Tylenol with food to protect the gastic lining, with no noticed side effects at all.
1853;10;cleared the condition completely. Augmentin worked after other antibiotics did not. The infection was resistant to other antibiotics.;stomach upset at times from Augmentin. Otherwise not really any reaction.
3932;1;The Nexium was effective in stopping my heart burn.;I had severe side effects. I itched all over, broke out in hives. I had chest pain and swelling of the lips and eyes. I had to immediately take benedril to stop the drug reactions. I felt nausiated for days after the adverse drug reaction.
1352;8;"lowered my cholesterol level over time; reduced the severity of dietary changes I needed to make for the same effect; reduced my anxiety about my potential risk of cardiac and cerebrovacular problems/events";"I have not noticed any side effects; I am aware of the potential side effects and alert to symptoms of same."
1369;7;It worked quickly--within two days my sore throat began to feel better and the night sweats disappeared.;Dry mouth, yeast infection
3576;7;Differin does help reduce the number of pimples for an acne patient. It did not eliminate them in my case, but reduced them by about 50%.;Dryness and flakiness were the two most common side effects that I experienced. In addition, my skin became more sensitive to environmental stresses like wind, cold, and sun. Consequently my face often appeared flush.
